id,shop_id,name,description,price,image_url,created_at,category_id,is_deleted
1239,7,Balo thời trang nam nữ Unisex 805,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_1239/400/400,2026-03-11 19:35:49.233,9,0
1240,8,Đồng hồ nam nữ dây da chống nước 299,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_1240/400/400,2026-03-11 19:35:49.233,6,0
1241,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 539,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_1241/400/400,2026-03-11 19:35:49.233,9,0
1242,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 444,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_1242/400/400,2026-03-11 19:35:49.233,1,0
1243,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 401,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_1243/400/400,2026-03-11 19:35:49.233,5,0
1244,4,Giày Thể Thao Sneaker Nam Nữ 799,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_1244/400/400,2026-03-11 19:35:49.233,9,0
1245,5,Tai nghe không dây Bluetooth 5.0 115,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_1245/400/400,2026-03-11 19:35:49.233,10,0
1246,6,Ốp lưng iPhone 13 14 15 Pro Max 415,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_1246/400/400,2026-03-11 19:35:49.233,8,0
1247,7,Balo thời trang nam nữ Unisex 552,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_1247/400/400,2026-03-11 19:35:49.233,3,0
1248,8,Đồng hồ nam nữ dây da chống nước 442,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_1248/400/400,2026-03-11 19:35:49.233,8,0
1249,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 487,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_1249/400/400,2026-03-11 19:35:49.233,2,0
1250,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 352,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_1250/400/400,2026-03-11 19:35:49.233,9,0
1251,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 966,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_1251/400/400,2026-03-11 19:35:49.233,9,0
1252,4,Giày Thể Thao Sneaker Nam Nữ 530,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_1252/400/400,2026-03-11 19:35:49.233,10,0
1253,5,Tai nghe không dây Bluetooth 5.0 574,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_1253/400/400,2026-03-11 19:35:49.233,6,0
1254,6,Ốp lưng iPhone 13 14 15 Pro Max 603,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_1254/400/400,2026-03-11 19:35:49.233,9,0
1255,7,Balo thời trang nam nữ Unisex 114,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_1255/400/400,2026-03-11 19:35:49.233,5,0
1256,8,Đồng hồ nam nữ dây da chống nước 672,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_1256/400/400,2026-03-11 19:35:49.233,7,0
1257,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 391,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_1257/400/400,2026-03-11 19:35:49.233,6,0
1258,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 573,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_1258/400/400,2026-03-11 19:35:49.233,8,0
1259,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 399,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_1259/400/400,2026-03-11 19:35:49.233,1,0
1260,4,Giày Thể Thao Sneaker Nam Nữ 745,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_1260/400/400,2026-03-11 19:35:49.233,3,0
1261,5,Tai nghe không dây Bluetooth 5.0 365,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_1261/400/400,2026-03-11 19:35:49.233,4,0
1262,6,Ốp lưng iPhone 13 14 15 Pro Max 207,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_1262/400/400,2026-03-11 19:35:49.233,7,0
1263,7,Balo thời trang nam nữ Unisex 688,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_1263/400/400,2026-03-11 19:35:49.233,6,0
1264,8,Đồng hồ nam nữ dây da chống nước 428,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_1264/400/400,2026-03-11 19:35:49.233,10,0
1265,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 276,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_1265/400/400,2026-03-11 19:35:49.233,10,0
1266,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 317,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_1266/400/400,2026-03-11 19:35:49.233,5,0
1267,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 197,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_1267/400/400,2026-03-11 19:35:49.233,3,0
1268,4,Giày Thể Thao Sneaker Nam Nữ 290,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_1268/400/400,2026-03-11 19:35:49.233,8,0
1269,5,Tai nghe không dây Bluetooth 5.0 868,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_1269/400/400,2026-03-11 19:35:49.233,1,0
1270,6,Ốp lưng iPhone 13 14 15 Pro Max 751,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_1270/400/400,2026-03-11 19:35:49.233,5,0
1271,7,Balo thời trang nam nữ Unisex 813,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_1271/400/400,2026-03-11 19:35:49.233,8,0
1272,8,Đồng hồ nam nữ dây da chống nước 910,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_1272/400/400,2026-03-11 19:35:49.233,10,0
1273,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 409,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_1273/400/400,2026-03-11 19:35:49.233,5,0
1274,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 622,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_1274/400/400,2026-03-11 19:35:49.233,4,0
1275,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 827,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_1275/400/400,2026-03-11 19:35:49.233,2,0
1276,4,Giày Thể Thao Sneaker Nam Nữ 493,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_1276/400/400,2026-03-11 19:35:49.237,8,0
1277,5,Tai nghe không dây Bluetooth 5.0 886,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_1277/400/400,2026-03-11 19:35:49.237,5,0
1278,6,Ốp lưng iPhone 13 14 15 Pro Max 530,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_1278/400/400,2026-03-11 19:35:49.237,6,0
1279,7,Balo thời trang nam nữ Unisex 748,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_1279/400/400,2026-03-11 19:35:49.237,7,0
1280,8,Đồng hồ nam nữ dây da chống nước 173,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_1280/400/400,2026-03-11 19:35:49.237,2,0
1281,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 429,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_1281/400/400,2026-03-11 19:35:49.237,3,0
1282,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 467,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_1282/400/400,2026-03-11 19:35:49.237,8,0
1283,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 366,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_1283/400/400,2026-03-11 19:35:49.237,10,0
1284,4,Giày Thể Thao Sneaker Nam Nữ 580,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_1284/400/400,2026-03-11 19:35:49.237,1,0
1285,5,Tai nghe không dây Bluetooth 5.0 308,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_1285/400/400,2026-03-11 19:35:49.237,2,0
1286,6,Ốp lưng iPhone 13 14 15 Pro Max 641,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_1286/400/400,2026-03-11 19:35:49.237,3,0
1287,7,Balo thời trang nam nữ Unisex 958,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_1287/400/400,2026-03-11 19:35:49.237,4,0
1288,8,Đồng hồ nam nữ dây da chống nước 832,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_1288/400/400,2026-03-11 19:35:49.237,2,0
1289,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 443,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_1289/400/400,2026-03-11 19:35:49.237,10,0
1290,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 526,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_1290/400/400,2026-03-11 19:35:49.237,7,0
1291,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 807,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_1291/400/400,2026-03-11 19:35:49.237,8,0
1292,4,Giày Thể Thao Sneaker Nam Nữ 788,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_1292/400/400,2026-03-11 19:35:49.237,9,0
1293,5,Tai nghe không dây Bluetooth 5.0 593,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_1293/400/400,2026-03-11 19:35:49.237,1,0
1294,6,Ốp lưng iPhone 13 14 15 Pro Max 785,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_1294/400/400,2026-03-11 19:35:49.237,1,0
1295,7,Balo thời trang nam nữ Unisex 222,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_1295/400/400,2026-03-11 19:35:49.237,5,0
1296,8,Đồng hồ nam nữ dây da chống nước 505,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_1296/400/400,2026-03-11 19:35:49.24,6,0
1297,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 500,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_1297/400/400,2026-03-11 19:35:49.24,10,0
1298,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 961,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_1298/400/400,2026-03-11 19:35:49.24,1,0
1299,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 672,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_1299/400/400,2026-03-11 19:35:49.24,7,0
1300,4,Giày Thể Thao Sneaker Nam Nữ 922,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_1300/400/400,2026-03-11 19:35:49.24,1,0
1301,5,Tai nghe không dây Bluetooth 5.0 596,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_1301/400/400,2026-03-11 19:35:49.24,3,0
1302,6,Ốp lưng iPhone 13 14 15 Pro Max 315,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_1302/400/400,2026-03-11 19:35:49.24,5,0
1303,7,Balo thời trang nam nữ Unisex 770,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_1303/400/400,2026-03-11 19:35:49.24,6,0
1304,8,Đồng hồ nam nữ dây da chống nước 138,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_1304/400/400,2026-03-11 19:35:49.24,9,0
1305,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 221,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_1305/400/400,2026-03-11 19:35:49.24,6,0
1306,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 993,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_1306/400/400,2026-03-11 19:35:49.24,9,0
1307,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 128,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_1307/400/400,2026-03-11 19:35:49.24,1,0
1308,4,Giày Thể Thao Sneaker Nam Nữ 623,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_1308/400/400,2026-03-11 19:35:49.24,2,0
1309,5,Tai nghe không dây Bluetooth 5.0 490,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_1309/400/400,2026-03-11 19:35:49.24,6,0
1310,6,Ốp lưng iPhone 13 14 15 Pro Max 982,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_1310/400/400,2026-03-11 19:35:49.24,5,0
1311,7,Balo thời trang nam nữ Unisex 512,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_1311/400/400,2026-03-11 19:35:49.24,2,0
1312,8,Đồng hồ nam nữ dây da chống nước 455,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_1312/400/400,2026-03-11 19:35:49.24,9,0
1313,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 533,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_1313/400/400,2026-03-11 19:35:49.24,7,0
1314,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 456,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_1314/400/400,2026-03-11 19:35:49.24,9,0
1315,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 622,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_1315/400/400,2026-03-11 19:35:49.24,5,0
1316,4,Giày Thể Thao Sneaker Nam Nữ 155,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_1316/400/400,2026-03-11 19:35:49.24,7,0
1317,5,Tai nghe không dây Bluetooth 5.0 370,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_1317/400/400,2026-03-11 19:35:49.24,3,0
1318,6,Ốp lưng iPhone 13 14 15 Pro Max 588,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_1318/400/400,2026-03-11 19:35:49.243,2,0
1319,7,Balo thời trang nam nữ Unisex 448,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_1319/400/400,2026-03-11 19:35:49.243,5,0
1320,8,Đồng hồ nam nữ dây da chống nước 332,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_1320/400/400,2026-03-11 19:35:49.243,8,0
1321,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 933,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_1321/400/400,2026-03-11 19:35:49.243,1,0
1322,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 162,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_1322/400/400,2026-03-11 19:35:49.243,1,0
1323,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 605,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_1323/400/400,2026-03-11 19:35:49.243,5,0
1324,4,Giày Thể Thao Sneaker Nam Nữ 553,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_1324/400/400,2026-03-11 19:35:49.243,3,0
1325,5,Tai nghe không dây Bluetooth 5.0 481,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_1325/400/400,2026-03-11 19:35:49.243,8,0
1326,6,Ốp lưng iPhone 13 14 15 Pro Max 418,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_1326/400/400,2026-03-11 19:35:49.243,4,0
1327,7,Balo thời trang nam nữ Unisex 622,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_1327/400/400,2026-03-11 19:35:49.243,3,0
1328,8,Đồng hồ nam nữ dây da chống nước 242,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_1328/400/400,2026-03-11 19:35:49.243,2,0
1329,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 225,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_1329/400/400,2026-03-11 19:35:49.243,9,0
1330,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 248,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_1330/400/400,2026-03-11 19:35:49.243,9,0
1331,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 840,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_1331/400/400,2026-03-11 19:35:49.243,6,0
1332,4,Giày Thể Thao Sneaker Nam Nữ 782,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_1332/400/400,2026-03-11 19:35:49.243,8,0
1333,5,Tai nghe không dây Bluetooth 5.0 837,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_1333/400/400,2026-03-11 19:35:49.243,6,0
1334,6,Ốp lưng iPhone 13 14 15 Pro Max 959,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_1334/400/400,2026-03-11 19:35:49.243,4,0
1335,7,Balo thời trang nam nữ Unisex 742,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_1335/400/400,2026-03-11 19:35:49.243,5,0
1336,8,Đồng hồ nam nữ dây da chống nước 317,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_1336/400/400,2026-03-11 19:35:49.243,8,0
1337,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 650,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_1337/400/400,2026-03-11 19:35:49.243,9,0
1338,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 400,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_1338/400/400,2026-03-11 19:35:49.243,8,0
1339,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 367,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_1339/400/400,2026-03-11 19:35:49.243,5,0
1340,4,Giày Thể Thao Sneaker Nam Nữ 387,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_1340/400/400,2026-03-11 19:35:49.243,5,0
1341,5,Tai nghe không dây Bluetooth 5.0 565,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_1341/400/400,2026-03-11 19:35:49.243,2,0
1342,6,Ốp lưng iPhone 13 14 15 Pro Max 828,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_1342/400/400,2026-03-11 19:35:49.243,6,0
1343,7,Balo thời trang nam nữ Unisex 409,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_1343/400/400,2026-03-11 19:35:49.243,1,0
1344,8,Đồng hồ nam nữ dây da chống nước 611,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_1344/400/400,2026-03-11 19:35:49.243,7,0
1345,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 496,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_1345/400/400,2026-03-11 19:35:49.247,8,0
1346,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 653,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_1346/400/400,2026-03-11 19:35:49.247,10,0
1347,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 854,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_1347/400/400,2026-03-11 19:35:49.247,2,0
1348,4,Giày Thể Thao Sneaker Nam Nữ 659,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_1348/400/400,2026-03-11 19:35:49.247,4,0
1349,5,Tai nghe không dây Bluetooth 5.0 232,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_1349/400/400,2026-03-11 19:35:49.247,6,0
1350,6,Ốp lưng iPhone 13 14 15 Pro Max 432,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_1350/400/400,2026-03-11 19:35:49.247,2,0
1351,7,Balo thời trang nam nữ Unisex 185,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_1351/400/400,2026-03-11 19:35:49.247,3,0
1352,8,Đồng hồ nam nữ dây da chống nước 853,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_1352/400/400,2026-03-11 19:35:49.247,8,0
1353,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 850,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_1353/400/400,2026-03-11 19:35:49.247,1,0
1354,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 202,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_1354/400/400,2026-03-11 19:35:49.247,5,0
1355,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 616,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_1355/400/400,2026-03-11 19:35:49.247,8,0
